caption,emotion,confidence
Beaten once and he just got back. It's a great title.,excitement,0.1088
"The ball that Macarone wants, he's just asking to be stood up so he can run onto it and attack it rather than far. Too close to Lopez anyway. Ménez.",desire,0.1889
Works his way through to Firmino and Firmino's gonna try one.,curiosity,0.1518
Pastore finding Cavani. Cavani tackled by Thauvin.,excitement,0.0824
Where is Sergio Ramos? Who broke out Athletico Hearts with that equaliser in Lisbon last May.,curiosity,0.1706
On his left foot and that is a very poor effort from Edison Cavani.,disappointment,0.0948
Big blow for Sevilla 5 minutes left in the first half. It's going to be a real struggle for them. Do they make the changes after half time? Do they stick with the same lineup? I think Carlo Ancelotti is going to make some changes.,disappointment,0.2012
"To tell his grandchildren about years to come. Gerard. Here's Coutinho. Liverpool, sensing an opportunity here. Sterling. Jerrard.",excitement,0.1006
They made an impression on the local television director here because he he gave us the angles which suggested that Casillas might have been a little fortunate.,admiration,0.1187
"Touré slips over although Damir Skomina the referee has spotted an earlier infringement from Paul Pogba. As City will keep the possession with the free kick. I think you're right Fletcher. I think it was a slip. A slight arm, but it was a slip.",curiosity,0.0818
Cazorla looking to make a run beyond Ivanovic could run into the back of it.Oh! Cahill was taking his time with Alexis Sanchez looking to try and punish him as Theo Walcott applied the pressure.,excitement,0.1374
The better option was to put it in the far corner where all the space was. Will they rue that miss? They wait and see.,curiosity,0.0973
"Can't afford mistakes in this level, that ball from Mertesacker almost doesn't exist in the Champions League. Can't lose the ball in that area and allow Bayern Munich to counterattack. Very, very risky.",approval,0.0918
Showing the feel that they're not too far away. I think managers at this stage of the season don't get overly concerned with the results if the performances are there. Liverpool have certainly been.,caring,0.1141
That they need a response in this second.,desire,0.101
"It's really not going to help us make the decision, but it's already been made by.",confusion,0.1172
Either Carlo Ancelotti or Brendan Rodgers.,desire,0.0689
These are always awkward to defend. Anderson.,embarrassment,0.1709
"We are set for really good game. Manchester City did win on their last trip to Italy, a big win too, to get them into the last 16 away to Roma last season and they were pretty terrific in their last away game in the group as well in Serbia really turned it on, but you never really do know do with Manchester City. They can blow a little hot and cold which will it be tonight? Here's Navas.",excitement,0.099
"Opportunity Menez Destro just runs ahead of him, the tracking back in the end.",excitement,0.118
The crowd wanted them go forward a bit earlier. Here's into Aguero. Silva.,desire,0.1785
"Arsene Wenger is probably looking after him a little bit. He can now, with 20 minutes to go.",caring,0.0852
"Yeah, it's such an easy technique for a man of his quality. He tries to give him the eyes there, see, keeper stays big. Doesn't get it far enough in the corner.",caring,0.0945
First touch for Benteke to Lallana and then Kompany over.,gratitude,0.0748
This is the games moved in around the Arsenal players. [commentor] Coquelin drawing a foul out of Nathaniel Clyne.,excitement,0.1089
And the ball headed across the path of Rico.,excitement,0.1352
"You're surprised about that news about Koscielny? We're told he could have played tonight with this hip injury, but they decided not to risk him. That sounds like they're saving him for the north London Derby, doesn't it? No, he can't be fit. Otherwise, he played in this game. This is the biggest game in the Champions League.",surprise,0.2004
"Should come near to the near post to try and cut anything up, but he just waits. And Suarez just nips in between.",annoyance,0.1515
"Both trying to get the ball, but the intensity in that last third has just gone up a notch.",excitement,0.1777
He hasn't got that many touches at all. He will be so frustrated at his involvement in this first 35 minutes or lack of involvement I should say.,disappointment,0.2612
Cristiano Ronaldo facing two tdefenders. Not going out.,disappointment,0.088
"Here's Bacary Sagna, he was saying after the game of the weekend, he thought he was okay to play after being in the Stade de France, that ill fated night, but he realized pretty quickly that he wasn't.",realization,0.177
Alberto Moreno holding the header as he should do against Coutinho. Here is Firmino working to the left of tying Scott forward from right back. Fed by Henderson.,excitement,0.081
"He used one of his other great attributes, his aerial power. And across from Isco.",pride,0.0903
He was in the squad that got to the final last year but didn't play because he was suspended.,curiosity,0.0859
"Maybe just stretch the muscle and setting off on that chase, having a look at the bench now it's the thumbs up from the Dutchman.",excitement,0.1943
"And then the next pass isn't there, He's got to go on his own. Costa having a go on his own. Great challenge by Milner. Clean as a whistle.",caring,0.0973
Its a rock in the hard place at the moment. Ignored by. Followed by Jesús Gámez.,disappointment,0.1789
It looks like it's just a verbal warning for Andrew= Ayew Ayew was suspended.,disapproval,0.1239
"It will be a real test of PSG's character and quality now, but.",curiosity,0.1538
Dani Alves substituted a moment ago. It's not a decision that he totally agree with that I don't think.,confusion,0.1322
To Rami. Two shirts in the middle for Milan. Low header.,desire,0.0844
One change left for Manuel Pellegrini.,curiosity,0.0718
Suarez has got it back again. Still Suarez. Oh Neymar.,annoyance,0.0925
"Alli Janssen, behind Kane, which wasn't where he wanted it, but Eric Dier making his way forward. Kane sold him short.",desire,0.1002
These two have played. They've never actually. Finished the game level.,surprise,0.0886
Pulling in centrally and the potential breakaway stopped by the offside flag.,nervousness,0.1148
"I'll tell you twisting, not always taking the ball with him, but he's still in control here.",caring,0.0932
Certainly for Holden it's a different level of movement of speed that you've faced this last 25/30 minutes. He'll wonder what's hit him. You have to watch the game back.,curiosity,0.0809
Monreal's made a run from left back and that's the ball from Xhaka Ivanovic with ground to make up. Monreal was able to squeeze him across and Alonso felt that he couldn't take any chances.,excitement,0.099
Ronaldo. Not get any sympathy from the German referee.,disapproval,0.1013
"So the Barcelona players have always taken to Pep Guardiola. There's one of the original success of course, with others in between, but Luis Enrique here. Benatia interrupting  Luiz Suarez Half an hour gone. And you just can't take your eyes off it.",confusion,0.0849
Surprised. They actually need to try and get Cabaye on the ball. Attacks up.,surprise,0.4531
"In a game of this quality, that mistake was quite unforgivable.",disappointment,0.1118
"Valencia, Manchester United have got five forward now. Lingard",curiosity,0.0945
Benzema. Locked out by Markovich Can. Taking a little bit of a chance. Kolo Touré.,nervousness,0.0993
Ironic the Spurs fans greeting the award of the Tottenham free kick. Dier. Gave it away to Coutinho.,amusement,0.1736
Emry Can couldn't quite get a hold of it and Fernandinho was back there defending for Manchester City.,confusion,0.1527
Just make sure three really important saves for Juventus tonight. They're captain Gianluigi Buffon. Then he goes from David Silva.,caring,0.1091
"Just edging towards the Sevilla goal on more occasions in the last five minutes or so. Duncan. Yeah, I think Unai Emery got his side organised at least, but Real Madrid, they're always gonna get chances against any team in the league especially.",curiosity,0.0921
"On side Jordi Alba, so too Pedro.",approval,0.1111
And Sevilla will look to counter. They give the ball away midfield Carvajal.,excitement,0.0885
"Five Premier League home games in total and the previous Four Seasons combined. Practically invincible, aren't they. He's the man. To make them vulnerable.",caring,0.0946
It's probably the quietest 40 minutes I've seen David Silva haven't yet. He had for quite some time.,surprise,0.0861
With the Liverpool backs get on and take a chance and provide some width.,optimism,0.0968
Ibrahimovic slightly risky challenge. Mourinho calling for more out on the pitch. Jordan Henderson calling for more for Liverpool.,curiosity,0.0936
"Walcott took it remarkably well for Arsenal, in goes. the delivery towards Alexis Sanchez who in actual fact just took it away from Ozil. Now Ccosta can roll away from Mustafi, showed his strength to keep the game. I think he was",caring,0.0928
Kroos Isco.,amusement,0.0668
"Kane. Can't squeeze it through towards Janssen. Ericksen, now Dier.",nervousness,0.0728
There he goes. He couldn't run away from Henderson.,excitement,0.0897
"He's played well today, Hans't he? I think he's been one of the better performers.",admiration,0.1446
"Sterling, welcome to the game, Bonucci.",approval,0.1184
This much envied frontline Messi to Neymar and he made it look so simple. For the first time they're on the ball PSG and they get cut open. That space exists in front of the back line.,admiration,0.0946
Cleared by Rashford as far as Jordan Henderson. United.,approval,0.0845
Good chance for Payet to either test Sirigu himself or try to pick out a teammate in the middle.,curiosity,0.1162
"More than 500 minutes without to a Ligue 1 goal for Edinson Cavani, he was on target with Uruguay from the penalty spot during the international break.",approval,0.0843
"Now that I think disappointed, he indicated that no one was backing up, just going for that second ball. And if he didn't win it cleanly, it might have dropped and would have dropped into. A slot for an ambitious midfield player. Isco.",disappointment,0.4087
Friday he is entering his first Premier League game in charge of Manchester United for Puel under the new bosses.,excitement,0.1263
"Here's Lichtsteiner. And that's straight through to Joe Hart. Is he right Chiellini to be unhappy about that? I think so. His roll over his back, the fact that he heads to an in. It didn't look that severe to be very honest. But the fact that he was all over his shoulders.",confusion,0.089
Here's Zabaleta. Fernando. Emry Can was not giving him a second piece on the ball and then Navas loses it.,disappointment,0.1409
"And now, Gotze. Now we got both the scorers of the last two World Cup winning goals on the pitch. He comes back, Gotze. He should go straight to Gerard Pique and attack him into the box.",excitement,0.1434
"Shame that was given offside. There was a nice little battle there, Origi, Big strong lad and Kompany. Kompany's an aggressive defender. He likes to step in and nick it in front of you. That would have been a nice little battle to watch. Aguero's offside. Just went a little bit early.",disappointment,0.1659
"Looking at Matuidi and and he works his socks off, as does Verratti, Marco Verratti the Italian they're working hard, and then Thiago Motta, they've got an excellent leader.",excitement,0.1138
"He scored so many goals just for this position, drifting and beating the defender. Bonaventura shows a bit of class.",approval,0.0907
"Haven't seen too much of Pogba yet in this more advanced midfield role, but it's his pass.",surprise,0.1082
No love lost between the two of them. [commentator]Doesn't match up with David Luiz. One of the characters of the game.,neutral,0.0973
Roberto Martinez. He has his next game against Manchester United. Fun games for them.,amusement,0.238
Jurgen Klopp adds so much of his players in terms of energy industry. Over applied there Kante Hazard's turn.,realization,0.0724
See a lot of it in the middle. United certainly shading it. Here is Young.,curiosity,0.1065
"Well, he was just he just gets lucky. He tries to flick the ball on and it hits Kompany, bounces straight back to him, and then he just swings that left foot and it great finish part. No chance comes out in really quick and low. You have to say the bounce is lucky but those three are playing front make their own look.",excitement,0.0937
Milner's ball in towards Firmino. There's certainly more flow about Liverpool though in the early moments of this one. Yeah definitely the better start from Liverpool down that right hand side in particular.,excitement,0.1065
Bale will be returning from injury will you would imagine be necessary for the Champions League game coming up.,caring,0.0845
Life is getting more and more difficult in the match that they looked as though they might win at a canter.,disappointment,0.1871
"They are really in trouble. Here's Suarez difficult angle and it needed a cooler finish. I think you could afford to be a little bit angry with the pass here. It's just a little bit behind him. I think that passes in front, so he has to wait for a little bit.",annoyance,0.1658
United's done a good job for half an hour. There's quiet in this crowd. It's frustrating them.,annoyance,0.3444
"Curling effort that he saw come back off the post, time running out for him to use this as the occasion where he racks up a remarkable 400th goal. For Barcelona.",excitement,0.1376
"Coming to the rescue and if they can get David Silva on the ball and Aguero and in these advanced areas, City. United bringing everyone back so City can put other players in. Magala made a late run. Cleared",caring,0.1433
Not sure that's going to count as shots on target either. I think it might have been going wide from Azpilicueta but the Arsenal break's on.,confusion,0.1363
We wouldn't expect a change to be too long in coming unless Chelsea can show real signs of improvement oon the start of the second half. Her's Kante and now Matic,caring,0.0823
Marseille's troubles against thee big teams in ligue 1.,annoyance,0.1322
"He was a tough cookie, Mascherano, but he's going to have to be with Bony against him, physical presence of him. Gotta make it count.",caring,0.0659
David Silva. Here's Dzeko.,realization,0.0698
It's Cazorla Now Ozil David Luiz can clear.,realization,0.1811
"Kante, David Luiz. Remember his first debut was a home defeat to Liverpool.",approval,0.0669
In the last two games Bayern Munich have played like that. Think Pep Guardiola.,excitement,0.0793
"Milner, seeking out Aguero. It's a good ball.",excitement,0.1734
Taking the sting out of the game in these early parts.,annoyance,0.1827
"One of those first goal wins it games, really. Mane, Clyne Henderson.",excitement,0.1176
Luiz knocks it across. Mignolet struggling to get there against Nemanja Matic. Although the flag had gone up and there's the Chelsea midfield player.,excitement,0.0806
Typical Barcelona possession statistics.,realization,0.1165
"Dani Alves, Luis Suarez.",realization,0.0666
Nearly a sensational introduction from Morata.,excitement,0.2899
"You gotta say defensively they look a little bit vulnerable, but they've got to go for it. They're 2-0 down. The kind of situation that Jurgen Klopp's teams historically have thrived upon teams coming at them, and then able to hit them on the counter attack. Yeah, there's going to be loads of spaces. Already this half we've seen a lot more spaces. Manchester City attack, they're still leaving two or three players open. Liverpool have had more space to attack themselves. So I think there's going to be plenty of space remainder of the second half.",approval,0.0972
Schweinsteiger losing out to the adventurous Brazilian still adventurous.,curiosity,0.0951
Liverpool by far the better team in this opening 20 minutes.,realization,0.1029
"It's looking to reestablish their control here. Barcelona, Neymar. Suarez.",realization,0.0927
City you've got to get the ball to Edin Dzeko and Aguero into the game first.,excitement,0.1228
"I think one thing you do get when you've got a left footer on the left and a right footer on the right is it's easier and a nicer balance to get crosses in because you don't have to beat people, you can just feed the ball round. And of course with two strikers now on the pitch that might be his thinking.",caring,0.1448
"Play the score down. You gotta change it, Clyde. You can't carry on doing the same mistakes, because yes, they're working hard. But the working hard to a point. We're keeping everything in front of the Man City, but not engaging the player on the ball. So he's picking any pass he wants to play Barcelona two nil up and and really could be. It could be anything before half time. Really could. And his team forced to mistake there but Barcelona have won it back quickly and Messi has found Suarez. And here's Jordi Alba.",confusion,0.0881
"So I. Another substitution on his way. Honda, spoke of his fatigue. Here in solving one comes Alessio Cerci.",disappointment,0.1161
Dzeko. It's a corner.,curiosity,0.0738
They've kept. On a leash. Just one real.,realization,0.1059
And half an hour on Saturday against Newcastle here.,caring,0.0781
"Despite the two goals, he can't be too happy with the performance of his side so far.Goals changed that halftime talk, though, don't they? If it wasn't for those two goals, I think Ancelotti would have been coming in and speaking to his defense and wondering whether they could create more upfront as well. But with the two goals in the bank and you can only go in and say, keep it up lads and you know, just maybe a little word in the ears of one or two of the defenders in the early stages of this game.",annoyance,0.0887
"What you would say, Darren, about Agüero inclusion on the benches, that Manuel Pellegrino must feel that he needs him. He hasn't got enough cover in the forward position on the bench. There he is.",desire,0.0928
There's Arbeloa. He's. Over happy.,realization,0.1117
Muller about the new post Boateg in there as well.,curiosity,0.111
"Roman Alessandrini, driving forward, he's got past Maxwell, goes down no free kick. Matuidi",excitement,0.0792
"As you said, it really looked like Vidal was.",realization,0.1144
"Attack though by Javier Masserano, playing alongside Gerard Pique at the heart of the Barcelona Defence.",excitement,0.0883
I think he is stepping up from the defensive line this time.,realization,0.1558
See a little bit more evidence now of Liverpool springing numbers forward.,realization,0.1726
Yeah. Neither side have,confusion,0.1072
"The Italian goalkeeper Salvatore Sagu, under pressure. Get this one lined up, that's for sure.",caring,0.0925
Won back by Mascherano for Gerard Pique. Here's Adriano.,approval,0.0849
I wonder how long before the referee's gonna start taking sterner action.,curiosity,0.4577
"Touré, Fernandinho, Sagna.",curiosity,0.087
Strong header back from Marquinhos and.,excitement,0.0892
Better than most. It's only a start. Just that point of view.,realization,0.1137
[commentor]Those games changed. It's turned on his head.,realization,0.132
David Silva will have to be sacrificed so that Manchester City can keep their shape at the back and have. Two conventional fallbacks on the field.,desire,0.1004
"The Jose Mourinho story just doesn't go away, does it? Demichelis Aguero",curiosity,0.1442
And here comes Xavi for Iniesta.,gratitude,0.0989
Had to engineer some space for a shot. Doesn't happen this time. Still Toure bulldozing his way through. Away by Bonucci.,disappointment,0.2212
It's taken a deflection through and the decision is goal kick. Here's Raheem Sterling.,realization,0.109
But it was Lionel Messi's initial incursion. Which put Manchester City on the back foot.,excitement,0.121
Mandanda. Just rushed slightly into that. Clearance.,realization,0.1693
Such an inviting cross for Gignac.,excitement,0.179
Commit to and how many to have in the wall.,caring,0.1362
"He was Paris Saint Germain's youngest ever player, 16 years and 249 days old. Coleman.",desire,0.0786
But it certainly looks as though it's a muscular injury.,confusion,0.1442
Verratti. Steps in and gives it away cheaply to Iniesta who mops it up.,excitement,0.0859
[inaudible] Taking the gloves in spectacular fashion. [commentator] that's a good ball from Messi. To Suarez.,excitement,0.1417
"Very, very intense and.",excitement,0.2681
"Most well class goal. Maccarone, Mirko Valdifiori. Croce. Forced by. Antonelli on his 29th birthday. Croce. It's in, you know.",realization,0.0725
"First change for. And Simone Verdi. Sees Matías Vecino. Leave the field of play. Co, owned by Milan along with Torino.",excitement,0.0723
"Including a fabulous winner in the home game against Sevilla now, Aguero.",excitement,0.1265
"And the fairway wide well. The long shot is usually on against Atletico when they withdraw and do concede a little bit of space, but it was asking a lot from the player who doesn't score too many goals.",caring,0.1036
"Raheem Sterling and Demichelis just quick enough. First signs, really that Mangala and Demichelis could be stretched by pace from Manchester United. It was Lingard who was making up the ground and he had to begin from a standing start. He couldn't quite get the legs moving quickly enough.",excitement,0.125
Have to try when the with it back Liverpool and just play that first pass forwards.,caring,0.092
And then they go into another phase in which they go out into all out attack. Wonderful save that is from Sergio Rico.,excitement,0.1401
"Marcelo plays it in, ball cleared only as far as Kroos, Sergio Ramos.",excitement,0.0879
"They're gonna have to be wary as well. Of of Monaco coming up behind them, Marseile if they lose this. Rabiot",nervousness,0.324
"Verratti. Pastore touching off to Marco Verratti. Motta, Ibrahimovic to Matuidi.",admiration,0.091
They'll get the free kick. Get out and we'll make that change now.,nervousness,0.1016
"Again he finds the tall, imposing figure of Gianluigi Buffon in the way, and then Sturaro is caught by Fernandinho.",confusion,0.1116
At Chelsea Arsenal where the midfield players have been on the half turn. They've been pressing onto players and dispossessing.,annoyance,0.1016
Barcelona's dominance on the line.,realization,0.1367
"Liverpool get Nathaniel Clyne in the right place, and Manchester City. Getting the corner.",realization,0.1378
Varane with the header away.,curiosity,0.0749
Better ball Milan there. There has been a Bonaventura. Antonelli. Destro makes his way into the middle bit of a miss clearance of Ménez was more alert there. He could have been straight onto that. Busy complaining at the fact he didn't receive the initial pass from.,annoyance,0.0925
Dja Djédjé just gifting possession back and the home fans will start to get a bit a bit frustrated about Marseile's inability to keep the ball.,annoyance,0.1891
Messi's away. Now Neymar. Messi continues the run. [inaudible] excellent defending there. Skipper Thiago Silva. Wasn't it?,excitement,0.1078
"From Manchester United this time Mata, but it's a tidy one.",caring,0.0977
Fernandinho carries on running and then David Silva and back towards Aguero and it was alert defending again from John Flanagan.,excitement,0.1375
And I'm not going to be critical of Bayern Munich. I think they've contributed to what has been absolutely unbelievable football match to watch. It's on a different planet this game to anything I've seen this season last season.,excitement,0.0784
"Not sure why he can't see that. You expect Eriksen to do better. He is a super technician, good striker of the ball..",confusion,0.2377
"Forward now towards Aguero. Liverpool have got both centre backs here. Lovren the first to engage in a really important challenge by Flanagan, who tracked that run of Raheem Sterling superbly well.",caring,0.1038
Very good with that distribution out of his hands. On point. Smalling.,caring,0.1234
Arbeloa any problems with Lallana. He raised the foot there. So it's going to be a. Liverpool throw.,annoyance,0.0579
"This is the scenario Juventus want, though, Darren you see that everybody behind the ball took to City now to try and break them down. You need to be a little bit quicker. Manchester City keep nice and wide. Try and exploit the space.",desire,0.1524
"Chambers has helped him fit in off the field. He is new working environment and I'm sure will play a part though he's relatively inexperienced himself. He isn't he a senior international. Gary, we shouldn't forget that. [commentor 2] He broke onto the scene, did really well. And then after that Swansea game away, if you remember, he played right back and struggled. And then from there on. Got Monteroed. Yeah, from there and didn't really get a kick. Chambers",curiosity,0.0818
A more straightforward evening for. And the German goalkeeper to Ter Stegen,curiosity,0.1159
"Yeah. Otamendi was almost trying to read the pass he thought was going to get laid back to Henderson and allow Firmino just to take that turn and have a shot. He's David Silva. It was a good run to set him up by Clichy. Now Navas. Zabaleta's got forward to join in, opens up the space a little bit for Jesus Navas. Now David Silva. Fernandinho. Navas.",excitement,0.1289
"H's been sent off six times in his career, which for a winger is not enviable. disciplinary record. It was one of those. In all fairness, last season for Southampton and Stoke was rescinded.",disappointment,0.1121
Piqué. Messi.,confusion,0.1823
"Lallana has reached it in the back here with Cross. All that he could come up there. Cleared by Elneny. Vinyl lining in this room, backs of it for Ramsay now Sanchez. Arsenal counterattacking here.",excitement,0.0903
"Yeah, it was a tale of two great first touches, wasn't it? That goal from Liverpool. Lallana and Milner all about the first touch.",excitement,0.208
"Again, that does not help Matip. When you've got a goalkeeper. The rest of the team.",disappointment,0.2145
"Two goals for him in the space of a minute. It's pretty bleak reading for Sevilla who have Krychowiak back on the field of play, but perhaps too late.",sadness,0.2851
"Thiago, who was with Barcelona and has thrown in his lot with Spain internationally. Massino himself, a Brazilian World Cup winner, and Rafinha has gone down the Brazilian route and not a full international as yet.",desire,0.0739
"For the moment, it's very difficult to get in the game playing through Liverpool. Lovren header Kante",confusion,0.0987
"Here they are leading at Chelsea's formative weeks of this new season. In a perioslLike this in the game, go and kill it, go and get the 2nd.",excitement,0.1196
"Now Henderson, Liverpool have kept the move alive. Milner though only to Otamendi.",relief,0.0794
there was a little bit of a foul after the ball had gone.,annoyance,0.1
"Well, he can celebrate 20 years at the club for Arsene Wenger, it's the 100th appearance in an Arsenal shirt for Alexis Sanchez today. That's his 47th goal, which",pride,0.1329
Almost disbelief. In both dugouts.,confusion,0.3162
This is how. He's about to wind up his foot and have a day. He's over hit it and he's overstretched. Mascherano happy to scoop the ball away.,excitement,0.1587
Into the final quarter of this game. Messi.,confusion,0.129
"David Luiz running with the ball. Matic Now, Willian.",excitement,0.1457
"Well, I think Coutinho apparently was struggling with something. So. Maybe a hamstring, so maybe he's.",confusion,0.2412
Match Day 6 coming up on December the 8th. In this group.,caring,0.0988
Away by Ivanovic who has had better nights. Mane He's done a really good job Henderson tonight.,admiration,0.0833
"European aspirations, Unai Emery will be, I imagine, fuming inside with himself. Two goals from inside the box from Cristiano Ronaldo. They look to hit him again to look at James.Rodriguez flicked on Ronaldo's on side there.",excitement,0.2145
Joe Harts. who's going to stop this one?,confusion,0.1587
What do you think tonight that Liverpool have had to make changes at centre back? It's not the first choice pairing that Jurgen Klopp would select. They've been able to keep Aguero quiet. So far. Here is Firmino to Milner. Milner's in here. Oh Milner scores. Liverpool get a second goal and Manchester City in big trouble here at Anfield.,curiosity,0.1164
That was the one. That was the one we spoke about the first game at the Etihad.,caring,0.1354
Through the legs continues there are Messi but his route to goal was blocked by Thiago Motta. Allowing him to get through it.,curiosity,0.0717
"You be desperate for money. Quick start, City. To get going as yet. Injury concerns hasn't helped.",desire,0.2842
This is the 100th Home Champions League game for Real Madrid and it's going so far according to plan. But they certainly haven't.,desire,0.0847
"For another chance goes begging, not an easy one, but. He does well to stay strong. Here's Isco.",desire,0.1339
Lovren tight on Rashford and then Firmino having to start from deep. Coutinho is ahead of him this time.,nervousness,0.1188
"See that one at Celtic Park and at the same time Arsenal at home against Basel 7:00 O'clock, BT Sport 3 HD and of course every other Champions League match exclusively live on BT Sport as well. Here's Mitchy Batshuayi.",realization,0.092
Messi level with Ronaldo again.,excitement,0.1016
"And then we see all the goals. I mean, that's the one that started him off, Lallana. Definitely think Joe Hart was at fault there. This is a fabulous goal. Quick play, lovely finish from Milner.",excitement,0.1284
"Plenty of opportunities to make a switch, but Gareth Bale probably has to come on to get some match fitness coming into the game in midweek against Juventus. Trémoulinas' ball in, cleared by Pepe. It's a throw",excitement,0.0775
Midfield player really right winger to right back.,realization,0.11
"Fernandinho he's muscled aside there by Hernanes, looked that goal for Manchester City by David Silva. Touré to Fernandinho, now Silva. Spot first time here to Raheem Sterling.",excitement,0.0858
"Clichy wants as he steps in for Manchester City. Here's Sterling, He is had no real impact on the game as yet.",desire,0.2656
"It goes from Cazorla and David Luiz, who's starting his third successive match since arriving back at the club from Paris Saint Germain with his first defending for Chelsea. 11 Arsenal changes at Forest.",curiosity,0.0702
"Sunday night it was for the late fixture, 4-2 victory in the end for Real Madrid but Celta, pushed from all the way. You would think similar tactics to what Sevilla using playing the ball around, looking to hit them down the wings and through the middle along the ground. Trémoulinas brought down and an obvious yellow card, I think.",approval,0.0811
Offer more in search of an equaliser. It's always there.,desire,0.1152
Neymar. Enrique can afford to experiment. If the experiment goes wrong. Fallout isn't quite a constant. They will just end up in second place in this group. That seems to be fair.,caring,0.0752
"To 8 matches since they lost against Liverpool here on the opening weekend of the season, five of their first seven games before today have been away from home as well.",approval,0.1123
Coutinho. Wijnaldum trying to steer it in. Still short on the way Premier League goal on his CV. and he holds his hands up out of screen out of shot Calum Chambers for that pass.,nervousness,0.0848
Here is Simone Verdi. Into the area. Very to the byline. He's cut it back. Just couldn't get enough on the pass to find Maccarone. The ball still pinging around the area Tavano. Milan at 6.,excitement,0.1218
"Liverpool so far, certainly once they got their game going.",excitement,0.1156
Messi is taking the chance and lost the ball. Fernando. Clichy.,disappointment,0.1288
Throw forwards Pogba Moved forward with the ball at his feet. Sturridge In the 1st 45 minutes. Moment was snatched from him. Valencia.,excitement,0.1106
"The pass, the take, the shot, the save. Iniesta to  Keep the pressure on",caring,0.1225
Should have put it across goal. Tried to beat Dejan Lovren.,desire,0.1251
One at piece and it's Blaise Matuidi,excitement,0.0827
Look so much more assured down there with that fellow at the back.,optimism,0.1446
"Not just with his positional plays, bulls forward as well to leave a bit of pressure towards the likes of Rashford. 450 Premier League appearances now for Carrick. Almost all that now.",desire,0.0903
"Levandofsky having this amazing season, he's up to 18 goals already, five of them in the space of nine minutes in one game against Volkswagen. Believe it or not, he came on as a sub in that game. He did? Yeah. And they were all played in that first half of that game. But actually Arsenal kept him relatively quiet. Problem has been Coman, Thiago.",confusion,0.0837
"We talked about the enjoyment of the rail players, Andy, but it's a fine line between that and taking the task too lightly. Having any side can be guilty of complacency, and that's one thing I wouldn't have expected from Real Madrid tonight. That's why I expect them to start as quickly as they've done in this second half to try and grab maybe a couple of goals and really put the game to bed.",excitement,0.0733
"Well, David Luiz is going to come on so that.",excitement,0.1104
And Wanyama was making his 100th appearance in English football today. Kane,excitement,0.1186
"This time, showtime for Neymar.",excitement,0.1684
"So Juventus are going to go through anyway by the look of it tonight, regardless of what happens here. It is about who tops this group. I think really this game, which might well decide it.",caring,0.0826
"Carlo Ancelotti asked to rank Ramos on the list of defenders that he's managed, an illustrious list, of course. Thuram, Cannavaro, Nesta. Maldini played alongside Baresi as well. Well, maybe Cannavaro had the better defensive instincts, but in terms of being a complete player, Sergio Ramos had the edge over over almost anybody that he'd managed.",excitement,0.0855
So he's got a hold of him.,realization,0.0848
"Carvajal for Real Madrid pings it inside, Chicharito finds Cristiano Ronaldo. Cristiano looking to line up the shot, gives it the Kroos and just wide.",excitement,0.1117
"And this time, Evras Pace brings the goal kick for Juventus.",realization,0.0942
That's a wonderful finish. He's kept his head in there. You could get into those positions and hit the goal or hit it wide.,admiration,0.1586
"Here's Alessio Cerci, the life of Athletico Madrid. Toures going in the other direction as part of that deal.",excitement,0.1068
Valencia wins the corner off Clichy Please. They should give him a bit more attacking intent as well. Manchester United down the right wing. Valencia can get forward.,desire,0.1247
"Here is Flanagan worked out with Sterling very effectively in the first half and now he threads it through to Milner and then Origi away by Hart. It might well have fallen for the Lallana as it was, it was Fernandinho there just threw it away for Manchester City, but two promising positions for Liverpool inside the opening 2 minutes in the second half. Yeah, Lallana was a man that nearly got to it, but I thought he should have been picked out the 1st place. Great ball originally from.",excitement,0.0847
Luiz past Batra. And tried to pull him back but couldn't get a hand on him. Lucas.,nervousness,0.1082
"Of course, it's only halfway we watching the Barcelona players arrive earlier on tonight and he had a a red jacket on a Dickey ball. Dani Alves, he did, yes, that's quite conservative for him.",desire,0.0871
"Liverpool feel they have put behind some very difficult away games already this season. Winning at Arsenal and at Chelsea, drawing at Spurs. Some tough fixtures out of the way. Liverpool maximise the extra",approval,0.1159
Mendy gets lucky. It's well played Thiago Silva. Verratti Verratti for Pastore.,excitement,0.0959
You seem to drift inside as well. I like him when he comes inside. He's very clever. He plays with his head up. He opens things up for Arsenal.,admiration,0.2092
"Spurs first corner of the second half, that's an outstanding stop from Simon Mignolet to deny Toby Alderweireld and Spurs an equaliser. Yeah, that's a good save this time Alderweireld, good header, super save, best save of the match.",caring,0.1091
"Well, he calls his football heavy metal style, so he couldn't play like Arsenal, then more orchestral. He could never coach it.",confusion,0.0795
"Here's Marchisio, such an important player. A clog in midfield, especially now that there's no Pirlo around these parts. Alex Sandro.",admiration,0.0624
"Ivanovic in there, He's hardly had a touch, Diego Costa but he's had a telling touch here to keep his great run going. Five goals already now in the Premier League this season. Just watch Adam Lallana and Jordan Henderson. The ball gets played off and then both of them. So poor.",disappointment,0.094
"Going across the Italian goalkeeper, unerringly low into the net.",excitement,0.1392
Sergio Ramos. Dani Carvajal.,realization,0.0762
"Messi gave a press conference yesterday, his first for almost two years.",excitement,0.091
When Liverpool are passing it looks like combinations. It's like single passes from Chelsea. There's no real combinations happening. Little one there.,disappointment,0.1621
